,Medicine,Social Sciences,Agricultural and Biological Sciences,Engineering,Environmental Science,"Biochemistry, Genetics and Molecular Biology",Computer Science,Psychology,Materials Science,Health Professions,Arts and Humanities,Physics and Astronomy,"Economics, Econometrics and Finance","Business, Management and Accounting",Earth and Planetary Sciences,Neuroscience,Chemistry,Immunology and Microbiology,Energy,Mathematics,Nursing,Decision Sciences,Dentistry,"Pharmacology, Toxicology and Pharmaceutics",Chemical Engineering,Veterinary
1980,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,,,,,,,,1,,,,,,,,,,,,,,,,,,
1982,,1,,,,,,,,,,,,,,,,,,,,,,,,
1983,,1,,,,,,,,,,,,,,,,,,,,,,,,
1984,,,,,,,,,,,,,,1,,,,,,,,,,,,
1985,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,,1,,,,,,,,,,,,,,,,,,,,,,,,
1988,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,,1,,,,,,,,,,,,,,,,,,,,,,,,
1992,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,,,,,,,,,,,,,,,,,,1,,,,,,,,
2000,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,,1,,,,,,,,,,,,,,,,1,,,,,,,,
2004,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,1,2,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,
2008,,,,,,,,,,,,,,,1,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,,,,,,,,,,1,,,,,,,,,,,,,,,,
2011,1,,,,,,,,,,,,,1,,,,,,,,,,,,
2012,3,1,,,,,,,,1,,,,,,,,,,,,,,,,
2013,3,,,,3,,,,,,,,,,,,,,,,1,,,,,
2014,5,1,1,1,3,,,,,,,,,2,,,,,,,,,,,,
2015,2,1,,,,,1,,,1,,,,,,,,,,,,,,,,
2016,2,1,1,,2,,,,,,,,,1,,,,,,,,,,,,
2017,2,2,,1,2,,,,,1,,,,,,,,1,,,,,,,,
2018,4,2,,,1,,1,,,,,,2,2,,,,1,,,,,,,,
2019,3,1,,,1,,,,1,1,,,,,,,,,,,1,,,,,
2020,7,3,,2,2,,3,,,1,,,,2,,,,3,,,1,,,,,
2021,2,3,1,,2,1,1,,,,,,1,1,4,,,,,,,,,,,
2022,6,1,2,1,2,,2,,,1,,,,,,,,,,,,,,,,
2023,4,4,1,,3,,1,,,,,,,1,3,,,3,,,,,,,,
2024,3,,1,,5,,,,1,1,,,,,1,,,2,,1,1,,,,,
